,alpha,dtfact,dtheta,t,turn
255,3000.0,5000.0,0.0613562902991,176.900969694,2
256,3000.0,5000.0,0.0907254646524,265.351248476,3
257,3000.0,5000.0,0.120094639008,353.801527258,4
258,3000.0,5000.0,0.149463813325,442.25180604,5
259,3000.0,5000.0,0.177524016899,530.701878761,6
260,3000.0,5000.0,0.206893191171,619.152157543,7
261,3000.0,5000.0,0.236262365369,707.602436325,8
262,3000.0,5000.0,0.265631539578,796.052715107,9
263,3000.0,5000.0,0.29500071373,884.502993889,10
264,4000.0,100.0,0.130897202982,0.0206060606061,0
265,4000.0,100.0,0.181346742734,88.4618181818,1
266,4000.0,100.0,0.231796282708,176.903030303,2
267,4000.0,100.0,0.282245822725,265.344242424,3
268,4000.0,100.0,0.332695362626,353.785454545,4
269,4000.0,100.0,0.383144902253,442.226666666,5
270,4000.0,100.0,0.368145807769,530.657575757,6
271,4000.0,100.0,0.418595347658,619.098787878,7
272,4000.0,100.0,0.469044887686,707.539999999,8
273,4000.0,100.0,0.519494427694,795.981212121,9
274,4000.0,100.0,0.569943967522,884.422424242,10
275,4000.0,200.0,0.0654485543577,0.010303030303,0
276,4000.0,200.0,0.116247188203,88.4515151515,1
277,4000.0,200.0,0.167045822051,176.892727273,2
278,4000.0,200.0,0.185120174552,265.328787879,3
279,4000.0,200.0,0.235918808411,353.77,4
280,4000.0,200.0,0.286717442254,442.211212121,5
281,4000.0,200.0,0.304791794777,530.647272727,6
282,4000.0,200.0,0.355590428661,619.088484848,7
283,4000.0,200.0,0.373664781191,707.524545454,8
284,4000.0,200.0,0.424463414983,795.965757575,9
285,4000.0,200.0,0.475262048841,884.406969696,10
286,4000.0,500.0,0.026179416465,0.00412121212121,0
287,4000.0,500.0,0.0639860879775,88.4432727273,1
288,4000.0,500.0,0.114882467985,176.884484849,2
289,4000.0,500.0,0.152689139459,265.323636364,3
290,4000.0,500.0,0.190495810949,353.762787878,4
291,4000.0,500.0,0.228302482433,442.201939392,5
292,4000.0,500.0,0.26610915391,530.641090906,6
293,4000.0,500.0,0.303915825393,619.08024242,7
294,4000.0,500.0,0.341722496892,707.519393934,8
295,4000.0,500.0,0.379529168333,795.958545448,9
296,4000.0,500.0,0.417335839795,884.397696962,10
297,4000.0,1000.0,0.0130897078617,0.00206060606061,0
298,4000.0,1000.0,0.0574551976355,88.4422424243,1
299,4000.0,1000.0,0.0952758334413,176.881393939,2
300,4000.0,1000.0,0.133096469219,265.320545453,3
301,4000.0,1000.0,0.170917105032,353.759696967,4
302,4000.0,1000.0,0.208737740828,442.198848481,5
303,4000.0,1000.0,0.246558376581,530.637999996,6
304,4000.0,1000.0,0.290923866328,619.078181818,7
305,4000.0,1000.0,0.3287445021,707.517333337,8
306,4000.0,1000.0,0.366565137835,795.956484856,9
307,4000.0,1000.0,0.404385773575,884.395636375,10
308,4000.0,2000.0,0.00654485392019,0.0010303030303,0
309,4000.0,2000.0,0.0476414076465,88.4406969695,1
310,4000.0,2000.0,0.0854655344878,176.879848484,2
311,4000.0,2000.0,0.123289661271,265.318999998,3
312,4000.0,2000.0,0.16438621501,353.758666669,4
313,4000.0,2000.0,0.202210341759,442.197818188,5
314,4000.0,2000.0,0.240034468502,530.636969707,6
315,4000.0,2000.0,0.281131022191,619.076636377,7
316,4000.0,2000.0,0.318955148918,707.515787896,8
317,4000.0,2000.0,0.356779275635,795.954939415,9
318,4000.0,2000.0,0.397875829315,884.394606086,10
319,4000.0,5000.0,0.00261794148892,0.000412121212121,0
320,4000.0,5000.0,0.0417520166853,88.4397696971,1
321,4000.0,5000.0,0.0808860918621,176.87912727,2
322,4000.0,5000.0,0.120020167077,265.318484839,3
323,4000.0,5000.0,0.159154242287,353.757842409,4
324,4000.0,5000.0,0.196979346704,442.196993919,5
325,4000.0,5000.0,0.236113421837,530.636351488,6
326,4000.0,5000.0,0.275247496972,619.075709058,7
327,4000.0,5000.0,0.314381572037,707.515066628,8
328,4000.0,5000.0,0.353515647156,795.954424198,9
329,4000.0,5000.0,0.391340751462,884.393575707,10
330,5000.0,100.0,0.130897203004,0.0206060606061,0
331,5000.0,100.0,0.195025084914,88.4515151515,1
332,5000.0,100.0,0.259152967103,176.882424242,2
333,5000.0,100.0,0.323280849171,265.313333333,3
334,5000.0,100.0,0.32196009665,353.733939394,4
335,5000.0,100.0,0.38608797849,442.164848485,5
336,5000.0,100.0,0.450215860666,530.595757575,6
337,5000.0,100.0,0.514343742796,619.026666666,7
338,5000.0,100.0,0.513022990377,707.447272727,8
339,5000.0,100.0,0.577150872112,795.878181818,9
340,5000.0,100.0,0.641278754289,884.309090908,10
341,5000.0,200.0,0.0654485543688,0.010303030303,0
342,5000.0,200.0,0.129925501938,88.4412121212,1
343,5000.0,200.0,0.161678168181,176.866969697,2
344,5000.0,200.0,0.22615511572,265.297878788,3
345,5000.0,200.0,0.257907781969,353.723636363,4
346,5000.0,200.0,0.322384729518,442.154545454,5
347,5000.0,200.0,0.354137395792,530.58030303,6
348,5000.0,200.0,0.418614343335,619.011212121,7
349,5000.0,200.0,0.483091290892,707.442121212,8
350,5000.0,200.0,0.514843957198,795.867878787,9
351,5000.0,200.0,0.579320904783,884.298787878,10
352,5000.0,500.0,0.026179416465,0.00412121212121,0
353,5000.0,500.0,0.0776643937356,88.432969697,1
354,5000.0,500.0,0.12914937098,176.861818182,2
355,5000.0,500.0,0.180634348239,265.290666667,3
356,5000.0,500.0,0.232119325503,353.719515151,4
357,5000.0,500.0,0.270514594273,442.146303028,5
358,5000.0,500.0,0.321999571525,530.575151512,6
359,5000.0,500.0,0.373484548782,619.003999996,7
360,5000.0,500.0,0.424969526045,707.43284848,8
361,5000.0,500.0,0.463364794799,795.859636357,9
362,5000.0,500.0,0.514849772053,884.288484841,10
363,5000.0,1000.0,0.0130897078617,0.00206060606061,0
364,5000.0,1000.0,0.0645886483171,88.430909091,1
365,5000.0,1000.0,0.116087588787,176.859757575,2
366,5000.0,1000.0,0.161041675327,265.287575756,3
367,5000.0,1000.0,0.212540615835,353.71642424,4
368,5000.0,1000.0,0.25749470232,442.144242421,5
369,5000.0,1000.0,0.308993642718,530.573090905,6
370,5000.0,1000.0,0.353947729128,619.000909091,7
371,5000.0,1000.0,0.405446669535,707.42975758,8
372,5000.0,1000.0,0.450400756022,795.857575765,9
373,5000.0,1000.0,0.501899696495,884.286424254,10
374,5000.0,2000.0,0.00654485392019,0.0010303030303,0
375,5000.0,2000.0,0.0580472851207,88.4298787877,1
376,5000.0,2000.0,0.10627728947,176.85821212,2
377,5000.0,2000.0,0.154507293873,265.286545453,3
378,5000.0,2000.0,0.202737298316,353.71487879,4
379,5000.0,2000.0,0.250967302759,442.143212127,5
380,5000.0,2000.0,0.299197307228,530.571545464,6
381,5000.0,2000.0,0.347427311655,618.999878801,7
382,5000.0,2000.0,0.395657316086,707.428212139,8
383,5000.0,2000.0,0.443887320527,795.856545476,9
384,5000.0,2000.0,0.492117325043,884.284878813,10
385,5000.0,5000.0,0.00261794148892,0.000412121212121,0
386,5000.0,5000.0,0.0515034086314,88.428848485,1
387,5000.0,5000.0,0.100388875774,176.857284845,2
388,5000.0,5000.0,0.14927434285,265.285721203,3
389,5000.0,5000.0,0.196850839105,353.7139515,4
390,5000.0,5000.0,0.245736306153,442.142387858,5
391,5000.0,5000.0,0.294621773222,530.570824216,6
392,5000.0,5000.0,0.34350724039,618.999260573,7
393,5000.0,5000.0,0.392392707534,707.427696931,8
394,5000.0,5000.0,0.439969203881,795.855927228,9
395,5000.0,5000.0,0.488854671028,884.284363586,10
396,6000.0,100.0,0.130897203029,0.0206060606061,0
397,6000.0,100.0,0.208689922462,88.4412121212,1
398,6000.0,100.0,0.286482642176,176.861818182,2
399,6000.0,100.0,0.364275361362,265.282424242,3
400,6000.0,100.0,0.376619446361,353.692727273,4
401,6000.0,100.0,0.454412166052,442.113333333,5
402,6000.0,100.0,0.532204885492,530.533939394,6
403,6000.0,100.0,0.544548970282,618.944242424,7
404,6000.0,100.0,0.622341689864,707.364848484,8
405,6000.0,100.0,0.700134409481,795.785454545,9
406,6000.0,100.0,0.712478494308,884.195757575,10
407,6000.0,200.0,0.0654485543744,0.010303030303,0
408,6000.0,200.0,0.143590311043,88.4309090909,1
409,6000.0,200.0,0.189007786347,176.846363636,2
410,6000.0,200.0,0.267149543013,265.266969697,3
411,6000.0,200.0,0.312567018371,353.682424242,4
412,6000.0,200.0,0.357984493687,442.097878788,5
413,6000.0,200.0,0.43612625033,530.518484848,6
414,6000.0,200.0,0.481543725635,618.933939393,7
415,6000.0,200.0,0.559685482288,707.354545454,8
416,6000.0,200.0,0.60510295764,795.769999999,9
417,6000.0,200.0,0.650520432951,884.185454545,10
418,6000.0,500.0,0.026179416465,0.00412121212121,0
419,6000.0,500.0,0.0913291948536,88.4226666667,1
420,6000.0,500.0,0.143389264727,176.839151515,2
421,6000.0,500.0,0.208539043074,265.25769697,3
422,6000.0,500.0,0.260599112936,353.674181817,4
423,6000.0,500.0,0.325748891259,442.092727271,5
424,6000.0,500.0,0.377808961095,530.509212118,6
425,6000.0,500.0,0.442958739417,618.927757572,7
426,6000.0,500.0,0.495018809222,707.344242419,8
427,6000.0,500.0,0.560168587551,795.762787873,9
428,6000.0,500.0,0.612228657376,884.17927272,10
429,6000.0,1000.0,0.0130897078617,0.00206060606061,0
430,6000.0,1000.0,0.0717085943519,88.4195757577,1
431,6000.0,1000.0,0.130327480883,176.837090909,2
432,6000.0,1000.0,0.188946367413,265.254606059,3
433,6000.0,1000.0,0.247565253859,353.67212121,4
434,6000.0,1000.0,0.306184140295,442.08963636,5
435,6000.0,1000.0,0.364803026741,530.507151512,6
436,6000.0,1000.0,0.423421913222,618.924666667,7
437,6000.0,1000.0,0.482040799755,707.342181822,8
438,6000.0,1000.0,0.540659686308,795.759696978,9
439,6000.0,1000.0,0.599278572865,884.177212133,10
440,6000.0,2000.0,0.00654485392019,0.0010303030303,0
441,6000.0,2000.0,0.065167230952,88.4185454543,1
442,6000.0,2000.0,0.123789608022,176.836060605,2
443,6000.0,2000.0,0.182411985061,265.253575756,3
444,6000.0,2000.0,0.241034362082,353.671090911,4
445,6000.0,2000.0,0.299656739205,442.088606066,5
446,6000.0,2000.0,0.358279116376,530.506121222,6
447,6000.0,2000.0,0.416901493552,618.923636377,7
448,6000.0,2000.0,0.475523870691,707.341151532,8
449,6000.0,2000.0,0.534146247877,795.758666688,9
450,6000.0,2000.0,0.589496198084,884.175666692,10
451,6000.0,5000.0,0.00261794148892,0.000412121212121,0
452,6000.0,5000.0,0.0612412959219,88.4179272729,1
453,6000.0,5000.0,0.11986465028,176.835442421,2
454,6000.0,5000.0,0.178488004616,265.252957567,3
455,6000.0,5000.0,0.235802388118,353.670266652,4
456,6000.0,5000.0,0.294425742437,442.087781797,5
457,6000.0,5000.0,0.353049096845,530.505296943,6
458,6000.0,5000.0,0.411672451192,618.922812088,7
459,6000.0,5000.0,0.468986834849,707.340121173,8
460,6000.0,5000.0,0.527610189241,795.757636319,9
461,6000.0,5000.0,0.58623354367,884.175151465,10
462,7000.0,100.0,0.130897203052,0.0206060606061,0
463,7000.0,100.0,0.222341259595,88.4309090909,1
464,7000.0,100.0,0.313785316316,176.841212121,2
465,7000.0,100.0,0.339780738093,265.241212121,3
466,7000.0,100.0,0.431224794777,353.651515151,4
467,7000.0,100.0,0.522668851345,442.061818182,5
468,7000.0,100.0,0.54866427317,530.461818181,6
469,7000.0,100.0,0.64010832996,618.872121212,7
470,7000.0,100.0,0.731552386339,707.282424242,8
471,7000.0,100.0,0.757547808328,795.682424242,9
472,7000.0,100.0,0.848991865137,884.092727272,10
473,7000.0,200.0,0.0654485543744,0.010303030303,0
474,7000.0,200.0,0.157241619723,88.4206060606,1
475,7000.0,200.0,0.216310403737,176.825757576,2
476,7000.0,200.0,0.275379187729,265.230909091,3
477,7000.0,200.0,0.334447971788,353.636060606,4
478,7000.0,200.0,0.426241037098,442.046363636,5
479,7000.0,200.0,0.485309821073,530.451515151,6
480,7000.0,200.0,0.544378605072,618.856666666,7
481,7000.0,200.0,0.636171670381,707.266969696,8
482,7000.0,200.0,0.695240454363,795.672121211,9
483,7000.0,200.0,0.7543092383,884.077272727,10
484,7000.0,500.0,0.026179416465,0.00412121212121,0
485,7000.0,500.0,0.104980495646,88.4123636364,1
486,7000.0,500.0,0.170691866334,176.818545455,2
487,7000.0,500.0,0.23640323701,265.224727273,3
488,7000.0,500.0,0.302114607667,353.63090909,4
489,7000.0,500.0,0.367825978341,442.037090907,5
490,7000.0,500.0,0.433537348986,530.443272724,6
491,7000.0,500.0,0.512338428097,618.851515147,7
492,7000.0,500.0,0.57804979872,707.257696965,8
493,7000.0,500.0,0.643761169354,795.663878782,9
494,7000.0,500.0,0.709472539988,884.070060599,10
495,7000.0,1000.0,0.0130897078617,0.00206060606061,0
496,7000.0,1000.0,0.0853598939538,88.4092727274,1
497,7000.0,1000.0,0.151085226127,176.815454545,2
498,7000.0,1000.0,0.216810558328,265.221636362,3
499,7000.0,1000.0,0.289080744503,353.628848482,4
500,7000.0,1000.0,0.354806076617,442.035030299,5
501,7000.0,1000.0,0.427076262656,530.442242421,6
502,7000.0,1000.0,0.492801594666,618.848424243,7
503,7000.0,1000.0,0.558526926753,707.254606065,8
504,7000.0,1000.0,0.630797112807,795.66181819,9
505,7000.0,1000.0,0.69652244492,884.068000012,10
506,7000.0,2000.0,0.00654485392019,0.0010303030303,0
507,7000.0,2000.0,0.0755461032986,88.4077272725,1
508,7000.0,2000.0,0.144547352754,176.814424241,2
509,7000.0,2000.0,0.210276175275,265.220606059,3
510,7000.0,2000.0,0.279277424795,353.627303032,4
511,7000.0,2000.0,0.34827867424,442.034000006,5
512,7000.0,2000.0,0.417279923705,530.440696979,6
513,7000.0,2000.0,0.483008746204,618.846878801,7
514,7000.0,2000.0,0.552009995657,707.253575775,8
