,alpha,dtfact,dtheta,t,turn
356,5000.0,5000.0,0.336962387246,618.99823027,6
357,5000.0,5000.0,0.385847854535,707.426666628,7
358,5000.0,5000.0,0.433424350989,795.854896925,8
359,5000.0,5000.0,0.482309818179,884.283333283,9
360,6000.0,100.0,0.1185531182,88.3896969697,0
361,6000.0,100.0,0.0407603985771,176.81030303,1
362,6000.0,100.0,0.0370323210532,265.230909091,2
363,6000.0,100.0,0.0493764058941,353.641212121,3
364,6000.0,100.0,0.127169125333,442.061818182,4
365,6000.0,100.0,0.204961845059,530.482424242,5
366,6000.0,100.0,0.28275456426,618.903030303,6
367,6000.0,100.0,0.295098649286,707.313333333,7
368,6000.0,100.0,0.372891368992,795.733939393,8
369,6000.0,100.0,0.450684088464,884.154545454,9
370,6000.0,200.0,0.020031079022,88.4051515151,0
371,6000.0,200.0,0.025386396329,176.820606061,1
372,6000.0,200.0,0.103528152993,265.241212121,2
373,6000.0,200.0,0.148945628295,353.656666666,3
374,6000.0,200.0,0.227087384948,442.077272727,4
375,6000.0,200.0,0.272504860287,530.492727272,5
376,6000.0,200.0,0.31792233559,618.908181818,6
377,6000.0,200.0,0.396064092251,707.328787878,7
378,6000.0,200.0,0.44148156754,795.744242424,8
379,6000.0,200.0,0.519623324161,884.164848484,9
380,6000.0,500.0,0.0258806534339,88.4123636364,0
381,6000.0,500.0,0.0910304318287,176.830909091,1
382,6000.0,500.0,0.143090501758,265.24739394,2
383,6000.0,500.0,0.208240280168,353.665939393,3
384,6000.0,500.0,0.260300350084,442.082424241,4
385,6000.0,500.0,0.31236042,530.498909088,5
386,6000.0,500.0,0.377510198409,618.917454541,6
387,6000.0,500.0,0.429570268278,707.333939389,7
388,6000.0,500.0,0.494720046644,795.752484842,8
389,6000.0,500.0,0.546780116481,884.16896969,9
390,6000.0,1000.0,0.0455291786173,88.4154545455,0
391,6000.0,1000.0,0.0976032111605,176.831939394,1
392,6000.0,1000.0,0.156222097632,265.249454544,2
393,6000.0,1000.0,0.214840984118,353.666969694,3
394,6000.0,1000.0,0.273459870621,442.084484845,4
395,6000.0,1000.0,0.332078757179,530.501999996,5
396,6000.0,1000.0,0.390697643737,618.919515152,6
397,6000.0,1000.0,0.449316530321,707.337030307,7
398,6000.0,1000.0,0.50793541688,795.754545462,8
399,6000.0,1000.0,0.566554303411,884.172060618,9
400,6000.0,2000.0,0.0488050962645,88.4159696968,0
401,6000.0,2000.0,0.107427473362,176.833484847,1
402,6000.0,2000.0,0.166049850433,265.250999998,2
403,6000.0,2000.0,0.224672227498,353.668515154,3
404,6000.0,2000.0,0.283294604609,442.086030309,4
405,6000.0,2000.0,0.341916981726,530.503545464,5
406,6000.0,2000.0,0.40053935882,618.92106062,6
407,6000.0,2000.0,0.459161735853,707.338575775,7
408,6000.0,2000.0,0.517784112834,795.75609093,8
409,6000.0,2000.0,0.57640648979,884.173606086,9
410,6000.0,5000.0,0.054696442205,88.4168969699,0
411,6000.0,5000.0,0.11331979667,176.834412118,1
412,6000.0,5000.0,0.171943151125,265.251927264,2
413,6000.0,5000.0,0.23056650551,353.669442409,3
414,6000.0,5000.0,0.287880888985,442.086751494,4
415,6000.0,5000.0,0.346504243272,530.50426664,5
416,6000.0,5000.0,0.405127597499,618.921781785,6
417,6000.0,5000.0,0.463750951767,707.339296931,7
418,6000.0,5000.0,0.521065335252,795.756606016,8
419,6000.0,5000.0,0.579688689533,884.174121162,9
420,7000.0,100.0,0.104901781207,88.3793939394,0
421,7000.0,100.0,0.0134577244167,176.78969697,1
422,7000.0,100.0,0.0779863319046,265.2,2
423,7000.0,100.0,0.103981753947,353.6,3
424,7000.0,100.0,0.195425810751,442.01030303,4
425,7000.0,100.0,0.221421232673,530.41030303,5
426,7000.0,100.0,0.312865289113,618.82060606,6
427,7000.0,100.0,0.404309345879,707.23090909,7
428,7000.0,100.0,0.430304767684,795.63090909,8
429,7000.0,100.0,0.52174882433,884.041212121,9
430,7000.0,200.0,0.00637977031738,88.3948484848,0
431,7000.0,200.0,0.0526890136756,176.8,1
432,7000.0,200.0,0.111757797731,265.205151515,2
433,7000.0,200.0,0.203550863116,353.615454545,3
434,7000.0,200.0,0.26261964715,442.02060606,4
435,7000.0,200.0,0.32168843117,530.425757575,5
436,7000.0,200.0,0.413481496506,618.836060606,6
437,7000.0,200.0,0.472550280543,707.241212121,7
438,7000.0,200.0,0.531619064509,795.646363636,8
439,7000.0,200.0,0.590687848476,884.051515151,9
440,7000.0,500.0,0.0395319541748,88.4020606061,0
441,7000.0,500.0,0.105243324817,176.808242424,1
442,7000.0,500.0,0.170954695466,265.214424243,2
443,7000.0,500.0,0.236666066101,353.62060606,3
444,7000.0,500.0,0.302377436696,442.026787877,4
445,7000.0,500.0,0.381178515768,530.4350303,5
446,7000.0,500.0,0.446889886334,618.841212117,6
447,7000.0,500.0,0.512601256886,707.247393934,7
448,7000.0,500.0,0.578312627469,795.653575751,8
449,7000.0,500.0,0.644023998007,884.059757569,9
450,7000.0,1000.0,0.0526356242563,88.4041212122,0
451,7000.0,1000.0,0.118360956387,176.81030303,1
452,7000.0,1000.0,0.190631142518,265.21751515,2
453,7000.0,1000.0,0.256356474734,353.623696967,3
454,7000.0,1000.0,0.322081806932,442.029878784,4
455,7000.0,1000.0,0.394351993095,530.437090905,5
456,7000.0,1000.0,0.460077325296,618.843272727,6
457,7000.0,1000.0,0.525802657509,707.249454549,7
